Staff_Name,Role,Branch_Name,Cal_Year,Cal_Year_Month,Cal_Month_Name,Orders_Processed,Revenue_Handled,Avg_Revenue_Per_Order,Employment_Status
"Fatimah Hassan","CASHIER","Shah Alam 88 Speedmart",2025,2025-05,"May",12,601.87,50.16,ACTIVE
"Fatimah Hassan","CASHIER","Shah Alam 88 Speedmart",2025,2025-06,"June",15,437.63,29.18,ACTIVE
"Fatimah Hassan","CASHIER","Shah Alam 88 Speedmart",2025,2025-07,"July",4,146.77,36.69,ACTIVE
"Fatimah Hassan","CASHIER","Shah Alam 88 Speedmart",2025,2025-08,"August",9,328.24,36.47,ACTIVE
"Fatimah Hassan","CASHIER","Shah Alam 88 Speedmart",2025,2025-09,"September",5,203.35,40.67,ACTIVE
"Fatimah Hassan","CASHIER","Shah Alam 88 Speedmart",2025,2025-10,"October",6,247.03,41.17,ACTIVE
"Fatimah Hassan","CASHIER","Shah Alam 88 Speedmart",2025,2025-11,"November",6,250.35,41.73,ACTIVE
"Fatimah Hassan","CASHIER","Shah Alam 88 Speedmart",2025,2025-12,"December",22,1187.48,53.98,ACTIVE
"Fatimah Hassan","CASHIER","Shah Alam 88 Speedmart",2026,2026-01,"January",3,22.21,7.4,ACTIVE
"Fatimah Hassan","CASHIER","Shah Alam 88 Speedmart",2026,2026-02,"February",9,317.94,35.33,ACTIVE
"Fatimah Hassan","CASHIER","Shah Alam 88 Speedmart",2026,2026-03,"March",6,329.36,54.89,ACTIVE
"Fatimah Hassan","CASHIER","Shah Alam 88 Speedmart",2026,2026-04,"April",5,243.14,48.63,ACTIVE
"Fatimah Hassan","CASHIER","Shah Alam 88 Speedmart",2026,2026-05,"May",6,306.39,51.07,ACTIVE
"Fatimah Hassan","CASHIER","Shah Alam 88 Speedmart",2026,2026-06,"June",12,500.99,41.75,ACTIVE
"Fatimah Zulkifli","MANAGER","Shah Alam 88 Speedmart",2020,2020-10,"October",19,838.26,44.12,ACTIVE
"Fatimah Zulkifli","MANAGER","Shah Alam 88 Speedmart",2020,2020-11,"November",26,802.61,30.87,ACTIVE
"Fatimah Zulkifli","MANAGER","Shah Alam 88 Speedmart",2020,2020-12,"December",37,1346.36,36.39,ACTIVE
"Fatimah Zulkifli","MANAGER","Shah Alam 88 Speedmart",2021,2021-01,"January",10,401.53,40.15,ACTIVE
"Fatimah Zulkifli","MANAGER","Shah Alam 88 Speedmart",2021,2021-02,"February",10,366.51,36.65,ACTIVE
"Fatimah Zulkifli","MANAGER","Shah Alam 88 Speedmart",2021,2021-03,"March",17,451.3,26.55,ACTIVE
"Fatimah Zulkifli","MANAGER","Shah Alam 88 Speedmart",2021,2021-04,"April",7,223.78,31.97,ACTIVE
"Fatimah Zulkifli","MANAGER","Shah Alam 88 Speedmart",2021,2021-05,"May",13,280.97,21.61,ACTIVE
"Fatimah Zulkifli","MANAGER","Shah Alam 88 Speedmart",2021,2021-06,"June",20,533.99,26.7,ACTIVE
"Fatimah Zulkifli","MANAGER","Shah Alam 88 Speedmart",2021,2021-07,"July",10,244.16,24.42,ACTIVE
"Fatimah Zulkifli","MANAGER","Shah Alam 88 Speedmart",2021,2021-08,"August",10,149.43,14.94,ACTIVE
"Fatimah Zulkifli","MANAGER","Shah Alam 88 Speedmart",2021,2021-09,"September",8,165.49,20.69,ACTIVE
"Fatimah Zulkifli","MANAGER","Shah Alam 88 Speedmart",2021,2021-10,"October",7,205.18,29.31,ACTIVE
"Fatimah Zulkifli","MANAGER","Shah Alam 88 Speedmart",2021,2021-11,"November",7,257.35,36.76,ACTIVE
"Fatimah Zulkifli","MANAGER","Shah Alam 88 Speedmart",2021,2021-12,"December",25,975.01,39,ACTIVE
"Fatimah Zulkifli","MANAGER","Shah Alam 88 Speedmart",2022,2022-01,"January",11,316.62,28.78,ACTIVE
"Fatimah Zulkifli","MANAGER","Shah Alam 88 Speedmart",2022,2022-02,"February",5,126.89,25.38,ACTIVE
"Fatimah Zulkifli","MANAGER","Shah Alam 88 Speedmart",2022,2022-03,"March",4,187.55,46.89,ACTIVE
"Fatimah Zulkifli","MANAGER","Shah Alam 88 Speedmart",2022,2022-04,"April",5,340.07,68.01,ACTIVE
"Fatimah Zulkifli","MANAGER","Shah Alam 88 Speedmart",2022,2022-05,"May",14,821.44,58.67,ACTIVE
"Fatimah Zulkifli","MANAGER","Shah Alam 88 Speedmart",2022,2022-06,"June",7,251.16,35.88,ACTIVE
"Fatimah Zulkifli","MANAGER","Shah Alam 88 Speedmart",2022,2022-07,"July",11,350.08,31.83,ACTIVE
"Fatimah Zulkifli","MANAGER","Shah Alam 88 Speedmart",2022,2022-08,"August",7,401.32,57.33,ACTIVE
"Fatimah Zulkifli","MANAGER","Shah Alam 88 Speedmart",2022,2022-09,"September",8,400.7,50.09,ACTIVE
"Fatimah Zulkifli","MANAGER","Shah Alam 88 Speedmart",2022,2022-10,"October",8,280.54,35.07,ACTIVE
"Fatimah Zulkifli","MANAGER","Shah Alam 88 Speedmart",2022,2022-11,"November",13,664.3,51.1,ACTIVE
"Fatimah Zulkifli","MANAGER","Shah Alam 88 Speedmart",2022,2022-12,"December",13,634.11,48.78,ACTIVE
"Fatimah Zulkifli","MANAGER","Shah Alam 88 Speedmart",2023,2023-01,"January",8,330.88,41.36,ACTIVE
"Fatimah Zulkifli","MANAGER","Shah Alam 88 Speedmart",2023,2023-02,"February",2,97.41,48.71,ACTIVE
"Fatimah Zulkifli","MANAGER","Shah Alam 88 Speedmart",2023,2023-03,"March",7,148.12,21.16,ACTIVE
"Fatimah Zulkifli","MANAGER","Shah Alam 88 Speedmart",2023,2023-04,"April",6,209.05,34.84,ACTIVE
"Fatimah Zulkifli","MANAGER","Shah Alam 88 Speedmart",2023,2023-05,"May",2,36.67,18.34,ACTIVE
"Fatimah Zulkifli","MANAGER","Shah Alam 88 Speedmart",2023,2023-06,"June",11,479.41,43.58,ACTIVE
"Fatimah Zulkifli","MANAGER","Shah Alam 88 Speedmart",2023,2023-07,"July",3,162.01,54,ACTIVE
"Fatimah Zulkifli","MANAGER","Shah Alam 88 Speedmart",2023,2023-08,"August",6,248.09,41.35,ACTIVE
"Fatimah Zulkifli","MANAGER","Shah Alam 88 Speedmart",2023,2023-09,"September",1,32.83,32.83,ACTIVE
"Fatimah Zulkifli","MANAGER","Shah Alam 88 Speedmart",2023,2023-10,"October",9,514.12,57.12,ACTIVE
"Fatimah Zulkifli","MANAGER","Shah Alam 88 Speedmart",2023,2023-11,"November",6,248.58,41.43,ACTIVE
"Fatimah Zulkifli","MANAGER","Shah Alam 88 Speedmart",2023,2023-12,"December",11,310.33,28.21,ACTIVE
"Fatimah Zulkifli","MANAGER","Shah Alam 88 Speedmart",2024,2024-01,"January",2,25.79,12.9,ACTIVE
"Fatimah Zulkifli","MANAGER","Shah Alam 88 Speedmart",2024,2024-02,"February",4,176.77,44.19,ACTIVE
"Fatimah Zulkifli","MANAGER","Shah Alam 88 Speedmart",2024,2024-03,"March",6,226.72,37.79,ACTIVE
"Fatimah Zulkifli","MANAGER","Shah Alam 88 Speedmart",2024,2024-04,"April",7,127.23,18.18,ACTIVE
"Fatimah Zulkifli","MANAGER","Shah Alam 88 Speedmart",2024,2024-05,"May",7,357.63,51.09,ACTIVE
"Fatimah Zulkifli","MANAGER","Shah Alam 88 Speedmart",2024,2024-06,"June",8,327.31,40.91,ACTIVE
"Fatimah Zulkifli","MANAGER","Shah Alam 88 Speedmart",2024,2024-07,"July",12,399.75,33.31,ACTIVE
"Fatimah Zulkifli","MANAGER","Shah Alam 88 Speedmart",2024,2024-08,"August",1,29.78,29.78,ACTIVE
"Fatimah Zulkifli","MANAGER","Shah Alam 88 Speedmart",2024,2024-09,"September",7,123.1,17.59,ACTIVE
"Fatimah Zulkifli","MANAGER","Shah Alam 88 Speedmart",2024,2024-10,"October",12,521.47,43.46,ACTIVE
"Fatimah Zulkifli","MANAGER","Shah Alam 88 Speedmart",2024,2024-11,"November",13,514.62,39.59,ACTIVE
"Fatimah Zulkifli","MANAGER","Shah Alam 88 Speedmart",2024,2024-12,"December",17,888.15,52.24,ACTIVE
"Fatimah Zulkifli","MANAGER","Shah Alam 88 Speedmart",2025,2025-01,"January",11,697.74,63.43,ACTIVE
"Fatimah Zulkifli","MANAGER","Shah Alam 88 Speedmart",2025,2025-02,"February",3,148.91,49.64,ACTIVE
"Fatimah Zulkifli","MANAGER","Shah Alam 88 Speedmart",2025,2025-03,"March",4,115.48,28.87,ACTIVE
"Fatimah Zulkifli","MANAGER","Shah Alam 88 Speedmart",2025,2025-04,"April",10,340.08,34.01,ACTIVE
"Fatimah Zulkifli","MANAGER","Shah Alam 88 Speedmart",2025,2025-05,"May",6,160.7,26.78,ACTIVE
"Fatimah Zulkifli","MANAGER","Shah Alam 88 Speedmart",2025,2025-06,"June",7,363.86,51.98,ACTIVE
"Fatimah Zulkifli","MANAGER","Shah Alam 88 Speedmart",2025,2025-07,"July",8,341.27,42.66,ACTIVE
"Fatimah Zulkifli","MANAGER","Shah Alam 88 Speedmart",2025,2025-08,"August",8,323.92,40.49,ACTIVE
"Fatimah Zulkifli","MANAGER","Shah Alam 88 Speedmart",2025,2025-09,"September",6,261.38,43.56,ACTIVE
"Fatimah Zulkifli","MANAGER","Shah Alam 88 Speedmart",2025,2025-10,"October",8,202.81,25.35,ACTIVE
"Fatimah Zulkifli","MANAGER","Shah Alam 88 Speedmart",2025,2025-11,"November",11,397.19,36.11,ACTIVE
"Fatimah Zulkifli","MANAGER","Shah Alam 88 Speedmart",2025,2025-12,"December",15,635.03,42.34,ACTIVE
"Fatimah Zulkifli","MANAGER","Shah Alam 88 Speedmart",2026,2026-01,"January",7,273.88,39.13,ACTIVE
"Fatimah Zulkifli","MANAGER","Shah Alam 88 Speedmart",2026,2026-02,"February",9,351.25,39.03,ACTIVE
"Fatimah Zulkifli","MANAGER","Shah Alam 88 Speedmart",2026,2026-03,"March",13,604.16,46.47,ACTIVE
"Fatimah Zulkifli","MANAGER","Shah Alam 88 Speedmart",2026,2026-04,"April",4,141.65,35.41,ACTIVE
"Fatimah Zulkifli","MANAGER","Shah Alam 88 Speedmart",2026,2026-05,"May",4,89.76,22.44,ACTIVE
"Fatimah Zulkifli","MANAGER","Shah Alam 88 Speedmart",2026,2026-06,"June",15,572.56,38.17,ACTIVE
"Hassan Hussein","CASHIER","Ampang 88 Speedmart",2020,2020-03,"March",44,1438.36,32.69,ACTIVE
"Hassan Hussein","CASHIER","Ampang 88 Speedmart",2020,2020-04,"April",27,1037.8,38.44,ACTIVE
"Hassan Hussein","CASHIER","Ampang 88 Speedmart",2020,2020-05,"May",30,1242.18,41.41,ACTIVE
"Hassan Hussein","CASHIER","Ampang 88 Speedmart",2020,2020-06,"June",37,1423.9,38.48,ACTIVE
"Hassan Hussein","CASHIER","Ampang 88 Speedmart",2020,2020-07,"July",20,932.97,46.65,ACTIVE
"Hassan Hussein","CASHIER","Ampang 88 Speedmart",2020,2020-08,"August",17,673.55,39.62,ACTIVE
"Hassan Hussein","CASHIER","Ampang 88 Speedmart",2020,2020-09,"September",16,504.28,31.52,ACTIVE
"Hassan Hussein","CASHIER","Ampang 88 Speedmart",2020,2020-10,"October",13,705.93,54.3,ACTIVE
"Hassan Hussein","CASHIER","Ampang 88 Speedmart",2020,2020-11,"November",20,743.11,37.16,ACTIVE
"Hassan Hussein","CASHIER","Ampang 88 Speedmart",2020,2020-12,"December",33,981.33,29.74,ACTIVE
"Hassan Hussein","CASHIER","Ampang 88 Speedmart",2021,2021-01,"January",13,428.79,32.98,ACTIVE
"Hassan Hussein","CASHIER","Ampang 88 Speedmart",2021,2021-02,"February",13,584.64,44.97,ACTIVE
"Hassan Hussein","CASHIER","Ampang 88 Speedmart",2021,2021-03,"March",16,497.83,31.11,ACTIVE
"Hassan Hussein","CASHIER","Ampang 88 Speedmart",2021,2021-04,"April",8,203.09,25.39,ACTIVE
"Hassan Hussein","CASHIER","Ampang 88 Speedmart",2021,2021-05,"May",13,429.3,33.02,ACTIVE
"Hassan Hussein","CASHIER","Ampang 88 Speedmart",2021,2021-06,"June",14,504.24,36.02,ACTIVE
"Hassan Hussein","CASHIER","Ampang 88 Speedmart",2021,2021-07,"July",8,310,38.75,ACTIVE
"Hassan Hussein","CASHIER","Ampang 88 Speedmart",2021,2021-08,"August",8,533.14,66.64,ACTIVE
"Hassan Hussein","CASHIER","Ampang 88 Speedmart",2021,2021-09,"September",7,144.07,20.58,ACTIVE
"Hassan Hussein","CASHIER","Ampang 88 Speedmart",2021,2021-10,"October",9,369.31,41.03,ACTIVE
"Hassan Hussein","CASHIER","Ampang 88 Speedmart",2021,2021-11,"November",13,603.03,46.39,ACTIVE
"Hassan Hussein","CASHIER","Ampang 88 Speedmart",2021,2021-12,"December",24,945.98,39.42,ACTIVE
"Hassan Hussein","CASHIER","Ampang 88 Speedmart",2022,2022-01,"January",6,153.4,25.57,ACTIVE
"Hassan Hussein","CASHIER","Ampang 88 Speedmart",2022,2022-02,"February",7,288.21,41.17,ACTIVE
"Hassan Hussein","CASHIER","Ampang 88 Speedmart",2022,2022-03,"March",12,277.49,23.12,ACTIVE
"Hassan Hussein","CASHIER","Ampang 88 Speedmart",2022,2022-04,"April",10,377.72,37.77,ACTIVE
"Hassan Hussein","CASHIER","Ampang 88 Speedmart",2022,2022-05,"May",5,101.78,20.36,ACTIVE
"Hassan Hussein","CASHIER","Ampang 88 Speedmart",2022,2022-06,"June",7,252.08,36.01,ACTIVE
"Hassan Hussein","CASHIER","Ampang 88 Speedmart",2022,2022-07,"July",7,270.95,38.71,ACTIVE
"Hassan Hussein","CASHIER","Ampang 88 Speedmart",2022,2022-08,"August",6,182.77,30.46,ACTIVE
"Hassan Hussein","CASHIER","Ampang 88 Speedmart",2022,2022-09,"September",8,321.84,40.23,ACTIVE
"Hassan Hussein","CASHIER","Ampang 88 Speedmart",2022,2022-10,"October",18,776.79,43.16,ACTIVE
"Hassan Hussein","CASHIER","Ampang 88 Speedmart",2022,2022-11,"November",16,725.94,45.37,ACTIVE
"Hassan Hussein","CASHIER","Ampang 88 Speedmart",2022,2022-12,"December",18,542.79,30.16,ACTIVE
"Hassan Hussein","CASHIER","Ampang 88 Speedmart",2023,2023-01,"January",14,679.81,48.56,ACTIVE
"Hassan Hussein","CASHIER","Ampang 88 Speedmart",2023,2023-02,"February",8,357.51,44.69,ACTIVE
"Hassan Hussein","CASHIER","Ampang 88 Speedmart",2023,2023-03,"March",6,219.79,36.63,ACTIVE
"Hassan Hussein","CASHIER","Ampang 88 Speedmart",2023,2023-04,"April",9,282.46,31.38,ACTIVE
"Hassan Hussein","CASHIER","Ampang 88 Speedmart",2023,2023-05,"May",9,124.87,13.87,ACTIVE
"Hassan Hussein","CASHIER","Ampang 88 Speedmart",2023,2023-06,"June",11,386.74,35.16,ACTIVE
"Hassan Hussein","CASHIER","Ampang 88 Speedmart",2023,2023-07,"July",13,615.66,47.36,ACTIVE
"Hassan Hussein","CASHIER","Ampang 88 Speedmart",2023,2023-08,"August",8,396.73,49.59,ACTIVE
"Hassan Hussein","CASHIER","Ampang 88 Speedmart",2023,2023-09,"September",10,254.89,25.49,ACTIVE
"Hassan Hussein","CASHIER","Ampang 88 Speedmart",2023,2023-10,"October",10,496.8,49.68,ACTIVE
"Hassan Hussein","CASHIER","Ampang 88 Speedmart",2023,2023-11,"November",12,385.24,32.1,ACTIVE
"Hassan Hussein","CASHIER","Ampang 88 Speedmart",2023,2023-12,"December",20,684.36,34.22,ACTIVE
"Hassan Hussein","CASHIER","Ampang 88 Speedmart",2024,2024-01,"January",12,517.86,43.16,ACTIVE
"Hassan Hussein","CASHIER","Ampang 88 Speedmart",2024,2024-02,"February",10,254.44,25.44,ACTIVE
"Hassan Hussein","CASHIER","Ampang 88 Speedmart",2024,2024-03,"March",6,231.3,38.55,ACTIVE
"Hassan Hussein","CASHIER","Ampang 88 Speedmart",2024,2024-04,"April",10,337.04,33.7,ACTIVE
"Hassan Hussein","CASHIER","Ampang 88 Speedmart",2024,2024-05,"May",10,303.69,30.37,ACTIVE
"Hassan Hussein","CASHIER","Ampang 88 Speedmart",2024,2024-06,"June",10,369.72,36.97,ACTIVE
"Hassan Hussein","CASHIER","Ampang 88 Speedmart",2024,2024-07,"July",14,404.63,28.9,ACTIVE
"Hassan Hussein","CASHIER","Ampang 88 Speedmart",2024,2024-08,"August",6,139.9,23.32,ACTIVE
"Hassan Hussein","CASHIER","Ampang 88 Speedmart",2024,2024-09,"September",10,525.49,52.55,ACTIVE
"Hassan Hussein","CASHIER","Ampang 88 Speedmart",2024,2024-10,"October",12,328.68,27.39,ACTIVE
"Hassan Hussein","CASHIER","Ampang 88 Speedmart",2024,2024-11,"November",16,517.5,32.34,ACTIVE
"Hassan Hussein","CASHIER","Ampang 88 Speedmart",2024,2024-12,"December",25,736.67,29.47,ACTIVE
"Hassan Hussein","CASHIER","Ampang 88 Speedmart",2025,2025-01,"January",13,703.2,54.09,ACTIVE
"Hassan Hussein","CASHIER","Ampang 88 Speedmart",2025,2025-02,"February",7,171.22,24.46,ACTIVE
"Hassan Hussein","CASHIER","Ampang 88 Speedmart",2025,2025-03,"March",15,529.33,35.29,ACTIVE
"Hassan Hussein","CASHIER","Ampang 88 Speedmart",2025,2025-04,"April",11,351.17,31.92,ACTIVE
"Hassan Hussein","CASHIER","Ampang 88 Speedmart",2025,2025-05,"May",13,441.09,33.93,ACTIVE
"Hassan Hussein","CASHIER","Ampang 88 Speedmart",2025,2025-06,"June",16,542.25,33.89,ACTIVE
"Hassan Hussein","CASHIER","Ampang 88 Speedmart",2025,2025-07,"July",13,355.89,27.38,ACTIVE
"Hassan Hussein","CASHIER","Ampang 88 Speedmart",2025,2025-08,"August",13,267.18,20.55,ACTIVE
"Hassan Hussein","CASHIER","Ampang 88 Speedmart",2025,2025-09,"September",16,607.92,38,ACTIVE
"Hassan Hussein","CASHIER","Ampang 88 Speedmart",2025,2025-10,"October",13,352.03,27.08,ACTIVE
"Hassan Hussein","CASHIER","Ampang 88 Speedmart",2025,2025-11,"November",17,416.18,24.48,ACTIVE
"Hassan Hussein","CASHIER","Ampang 88 Speedmart",2025,2025-12,"December",26,1222.75,47.03,ACTIVE
"Hassan Hussein","CASHIER","Ampang 88 Speedmart",2026,2026-01,"January",8,193.72,24.22,ACTIVE
"Hassan Hussein","CASHIER","Ampang 88 Speedmart",2026,2026-02,"February",12,425.67,35.47,ACTIVE
"Hassan Hussein","CASHIER","Ampang 88 Speedmart",2026,2026-03,"March",13,650.34,50.03,ACTIVE
"Hassan Hussein","CASHIER","Ampang 88 Speedmart",2026,2026-04,"April",9,561.32,62.37,ACTIVE
"Hassan Hussein","CASHIER","Ampang 88 Speedmart",2026,2026-05,"May",7,247.07,35.3,ACTIVE
"Hassan Hussein","CASHIER","Ampang 88 Speedmart",2026,2026-06,"June",24,1027.87,42.83,ACTIVE
"Hassan Razak","CASHIER","Cheras 88 Speedmart",2020,2020-04,"April",27,785.15,29.08,ACTIVE
"Hassan Razak","CASHIER","Cheras 88 Speedmart",2020,2020-05,"May",47,1435.2,30.54,ACTIVE
"Hassan Razak","CASHIER","Cheras 88 Speedmart",2020,2020-06,"June",38,1318.7,34.7,ACTIVE
"Hassan Razak","CASHIER","Cheras 88 Speedmart",2020,2020-07,"July",21,701.97,33.43,ACTIVE
"Hassan Razak","CASHIER","Cheras 88 Speedmart",2020,2020-08,"August",25,1156.1,46.24,ACTIVE
"Hassan Razak","CASHIER","Cheras 88 Speedmart",2020,2020-09,"September",11,473.83,43.08,ACTIVE
"Hassan Razak","CASHIER","Cheras 88 Speedmart",2020,2020-10,"October",15,786.57,52.44,ACTIVE
"Hassan Razak","CASHIER","Cheras 88 Speedmart",2020,2020-11,"November",27,1193.58,44.21,ACTIVE
"Hassan Razak","CASHIER","Cheras 88 Speedmart",2020,2020-12,"December",38,1305.79,34.36,ACTIVE
"Hassan Razak","CASHIER","Cheras 88 Speedmart",2021,2021-01,"January",16,443.45,27.72,ACTIVE
"Hassan Razak","CASHIER","Cheras 88 Speedmart",2021,2021-02,"February",19,554.12,29.16,ACTIVE
"Hassan Razak","CASHIER","Cheras 88 Speedmart",2021,2021-03,"March",12,615.22,51.27,ACTIVE
"Hassan Razak","CASHIER","Cheras 88 Speedmart",2021,2021-04,"April",8,222.75,27.84,ACTIVE
"Hassan Razak","CASHIER","Cheras 88 Speedmart",2021,2021-05,"May",11,410.06,37.28,ACTIVE
"Hassan Razak","CASHIER","Cheras 88 Speedmart",2021,2021-06,"June",14,538.35,38.45,ACTIVE
"Hassan Razak","CASHIER","Cheras 88 Speedmart",2021,2021-07,"July",10,136.44,13.64,ACTIVE
"Hassan Razak","CASHIER","Cheras 88 Speedmart",2021,2021-08,"August",7,118.45,16.92,ACTIVE
"Hassan Razak","CASHIER","Cheras 88 Speedmart",2021,2021-09,"September",9,278.06,30.9,ACTIVE
"Hassan Razak","CASHIER","Cheras 88 Speedmart",2021,2021-10,"October",11,359.33,32.67,ACTIVE
"Hassan Razak","CASHIER","Cheras 88 Speedmart",2021,2021-11,"November",16,485.58,30.35,ACTIVE
"Hassan Razak","CASHIER","Cheras 88 Speedmart",2021,2021-12,"December",17,467.99,27.53,ACTIVE
"Hassan Razak","CASHIER","Cheras 88 Speedmart",2022,2022-01,"January",17,642.61,37.8,ACTIVE
"Hassan Razak","CASHIER","Cheras 88 Speedmart",2022,2022-02,"February",10,314.52,31.45,ACTIVE
"Hassan Razak","CASHIER","Cheras 88 Speedmart",2022,2022-03,"March",5,176.24,35.25,ACTIVE
"Hassan Razak","CASHIER","Cheras 88 Speedmart",2022,2022-04,"April",9,391.84,43.54,ACTIVE
"Hassan Razak","CASHIER","Cheras 88 Speedmart",2022,2022-05,"May",11,203.6,18.51,ACTIVE
"Hassan Razak","CASHIER","Cheras 88 Speedmart",2022,2022-06,"June",12,362.71,30.23,ACTIVE
"Hassan Razak","CASHIER","Cheras 88 Speedmart",2022,2022-07,"July",6,206.9,34.48,ACTIVE
"Hassan Razak","CASHIER","Cheras 88 Speedmart",2022,2022-08,"August",6,182.23,30.37,ACTIVE
"Hassan Razak","CASHIER","Cheras 88 Speedmart",2022,2022-09,"September",8,604.15,75.52,ACTIVE
"Hassan Razak","CASHIER","Cheras 88 Speedmart",2022,2022-10,"October",7,233.5,33.36,ACTIVE
"Hassan Razak","CASHIER","Cheras 88 Speedmart",2022,2022-11,"November",7,173.44,24.78,ACTIVE
"Hassan Razak","CASHIER","Cheras 88 Speedmart",2022,2022-12,"December",15,689.85,45.99,ACTIVE
"Hassan Razak","CASHIER","Cheras 88 Speedmart",2023,2023-01,"January",10,256.06,25.61,ACTIVE
"Hassan Razak","CASHIER","Cheras 88 Speedmart",2023,2023-02,"February",7,419.96,59.99,ACTIVE
"Hassan Razak","CASHIER","Cheras 88 Speedmart",2023,2023-03,"March",5,437.86,87.57,ACTIVE
"Hassan Razak","CASHIER","Cheras 88 Speedmart",2023,2023-04,"April",5,174.93,34.99,ACTIVE
"Hassan Razak","CASHIER","Cheras 88 Speedmart",2023,2023-05,"May",6,291.71,48.62,ACTIVE
"Hassan Razak","CASHIER","Cheras 88 Speedmart",2023,2023-06,"June",15,368.11,24.54,ACTIVE
"Hassan Razak","CASHIER","Cheras 88 Speedmart",2023,2023-07,"July",5,379.8,75.96,ACTIVE
"Hassan Razak","CASHIER","Cheras 88 Speedmart",2023,2023-08,"August",5,188.76,37.75,ACTIVE
"Hassan Razak","CASHIER","Cheras 88 Speedmart",2023,2023-09,"September",5,186.76,37.35,ACTIVE
"Hassan Razak","CASHIER","Cheras 88 Speedmart",2023,2023-10,"October",7,439.04,62.72,ACTIVE
"Hassan Razak","CASHIER","Cheras 88 Speedmart",2023,2023-11,"November",8,594.81,74.35,ACTIVE
"Hassan Razak","CASHIER","Cheras 88 Speedmart",2023,2023-12,"December",17,607.99,35.76,ACTIVE
"Hassan Razak","CASHIER","Cheras 88 Speedmart",2024,2024-01,"January",12,495.34,41.28,ACTIVE
"Hassan Razak","CASHIER","Cheras 88 Speedmart",2024,2024-02,"February",9,227.54,25.28,ACTIVE
"Hassan Razak","CASHIER","Cheras 88 Speedmart",2024,2024-03,"March",9,391.29,43.48,ACTIVE
"Hassan Razak","CASHIER","Cheras 88 Speedmart",2024,2024-04,"April",3,46.21,15.4,ACTIVE
"Hassan Razak","CASHIER","Cheras 88 Speedmart",2024,2024-05,"May",7,460.98,65.85,ACTIVE
"Hassan Razak","CASHIER","Cheras 88 Speedmart",2024,2024-06,"June",13,494.55,38.04,ACTIVE
"Hassan Razak","CASHIER","Cheras 88 Speedmart",2024,2024-07,"July",15,448.39,29.89,ACTIVE
"Hassan Razak","CASHIER","Cheras 88 Speedmart",2024,2024-08,"August",7,503.89,71.98,ACTIVE
"Hassan Razak","CASHIER","Cheras 88 Speedmart",2024,2024-09,"September",7,243.88,34.84,ACTIVE
"Hassan Razak","CASHIER","Cheras 88 Speedmart",2024,2024-10,"October",2,42.69,21.35,ACTIVE
"Hassan Razak","CASHIER","Cheras 88 Speedmart",2024,2024-11,"November",12,448.26,37.36,ACTIVE
"Hassan Razak","CASHIER","Cheras 88 Speedmart",2024,2024-12,"December",18,1033.77,57.43,ACTIVE
"Hassan Razak","CASHIER","Cheras 88 Speedmart",2025,2025-01,"January",11,486.19,44.2,ACTIVE
"Hassan Razak","CASHIER","Cheras 88 Speedmart",2025,2025-02,"February",6,402.54,67.09,ACTIVE
"Hassan Razak","CASHIER","Cheras 88 Speedmart",2025,2025-03,"March",8,310.13,38.77,ACTIVE
"Hassan Razak","CASHIER","Cheras 88 Speedmart",2025,2025-04,"April",4,126.1,31.53,ACTIVE
"Hassan Razak","CASHIER","Cheras 88 Speedmart",2025,2025-05,"May",10,506.63,50.66,ACTIVE
"Hassan Razak","CASHIER","Cheras 88 Speedmart",2025,2025-06,"June",14,497.54,35.54,ACTIVE
"Hassan Razak","CASHIER","Cheras 88 Speedmart",2025,2025-07,"July",6,170.83,28.47,ACTIVE
"Hassan Razak","CASHIER","Cheras 88 Speedmart",2025,2025-08,"August",4,143.06,35.77,ACTIVE
"Hassan Razak","CASHIER","Cheras 88 Speedmart",2025,2025-09,"September",7,432.33,61.76,ACTIVE
"Hassan Razak","CASHIER","Cheras 88 Speedmart",2025,2025-10,"October",8,208.44,26.06,ACTIVE
"Hassan Razak","CASHIER","Cheras 88 Speedmart",2025,2025-11,"November",10,401.34,40.13,ACTIVE
"Hassan Razak","CASHIER","Cheras 88 Speedmart",2025,2025-12,"December",10,299.69,29.97,ACTIVE
"Hassan Razak","CASHIER","Cheras 88 Speedmart",2026,2026-01,"January",10,421.15,42.12,ACTIVE
"Hassan Razak","CASHIER","Cheras 88 Speedmart",2026,2026-02,"February",12,557.19,46.43,ACTIVE
"Hassan Razak","CASHIER","Cheras 88 Speedmart",2026,2026-03,"March",12,553.99,46.17,ACTIVE
"Hassan Razak","CASHIER","Cheras 88 Speedmart",2026,2026-04,"April",6,434.91,72.49,ACTIVE
"Hassan Razak","CASHIER","Cheras 88 Speedmart",2026,2026-05,"May",5,356.03,71.21,ACTIVE
"Hassan Razak","CASHIER","Cheras 88 Speedmart",2026,2026-06,"June",7,427.24,61.03,ACTIVE
"Ismail Ali","CASHIER","Melaka 88 Speedmart",2022,2022-06,"June",14,583.87,41.71,ACTIVE
"Ismail Ali","CASHIER","Melaka 88 Speedmart",2022,2022-07,"July",16,314.41,19.65,ACTIVE
"Ismail Ali","CASHIER","Melaka 88 Speedmart",2022,2022-08,"August",5,270.84,54.17,ACTIVE
"Ismail Ali","CASHIER","Melaka 88 Speedmart",2022,2022-09,"September",3,217.46,72.49,ACTIVE
